0,0,1,2019,06,28,09,00,02
0,0,1,2019,06,28,09,00,03
1,1,1,2019,06,28,09,00,36
1,1,1,2019,06,28,09,01,11
1,1,1,2019,06,28,09,02,12
1,1,1,2019,06,28,09,04,40
1,0,1,2019,06,28,09,04,40
1,2,1,2019,06,28,09,05,36
1,2,1,2019,06,28,09,08,04
1,2,1,2019,06,28,09,08,08
2,2,1,2019,06,28,09,28,41
2,2,1,2019,06,28,09,36,07
2,1,1,2019,06,28,09,42,05
2,1,1,2019,06,28,09,42,55
2,1,1,2019,06,28,09,43,45
2,1,1,2019,06,28,09,44,25
2,2,1,2019,06,28,09,46,09
2,1,1,2019,06,28,09,48,59
2,1,1,2019,06,28,09,49,02
2,2,1,2019,06,28,09,49,33
2,1,1,2019,06,28,09,51,20
2,1,1,2019,06,28,09,51,59
2,0,1,2019,06,28,09,52,01
2,1,1,2019,06,28,09,52,31
1,2,1,2019,06,28,09,53,50
1,0,1,2019,06,28,09,53,52
1,1,1,2019,06,28,09,53,55
2,2,1,2019,06,28,09,54,21
2,1,1,2019,06,28,09,54,46
2,2,1,2019,06,28,09,58,33
2,1,1,2019,06,28,09,59,38
2,1,1,2019,06,28,10,03,56
2,0,1,2019,06,28,10,03,58
1,1,1,2019,06,28,10,06,17
2,1,1,2019,06,28,10,06,26
2,2,1,2019,06,28,10,06,30
2,2,1,2019,06,28,10,06,50
2,1,1,2019,06,28,10,15,00
2,2,1,2019,06,28,10,24,29
2,1,1,2019,06,28,10,24,45
2,2,1,2019,06,28,10,24,54
2,2,1,2019,06,28,10,25,17
2,2,1,2019,06,28,10,28,20
2,0,1,2019,06,28,10,28,22
2,2,1,2019,06,28,10,38,36
2,2,1,2019,06,28,10,39,30
2,2,1,2019,06,28,10,41,28
2,2,1,2019,06,28,10,54,45
2,0,1,2019,06,28,10,54,47
1,2,1,2019,06,28,10,55,33
2,2,1,2019,06,28,11,03,17
2,2,1,2019,06,28,11,12,10
2,2,1,2019,06,28,11,12,18
2,2,1,2019,06,28,11,13,00
2,2,1,2019,06,28,11,18,49
2,0,1,2019,06,28,11,18,50
2,1,1,2019,06,28,11,19,06
2,2,1,2019,06,28,11,19,17
2,1,1,2019,06,28,11,20,04
2,1,1,2019,06,28,11,20,10
2,1,1,2019,06,28,11,29,38
2,2,1,2019,06,28,11,34,24
1,2,1,2019,06,28,11,34,52
2,1,1,2019,06,28,11,54,16
2,1,1,2019,06,28,11,54,19
2,2,1,2019,06,28,11,54,35
2,1,1,2019,06,28,11,55,17
2,1,1,2019,06,28,11,59,37
2,1,1,2019,06,28,12,02,58
2,0,1,2019,06,28,12,03,01
2,0,1,2019,06,28,12,03,13
1,0,1,2019,06,28,12,22,53
1,0,1,2019,06,28,12,22,57
1,0,1,2019,06,28,12,22,59
1,0,1,2019,06,28,12,23,03
2,0,1,2019,06,28,12,31,48
1,0,1,2019,06,28,12,34,14
2,0,1,2019,06,28,12,41,27
2,0,1,2019,06,28,12,43,19
2,0,1,2019,06,28,12,47,17
2,0,1,2019,06,28,12,55,58
2,0,1,2019,06,28,13,00,15
2,0,1,2019,06,28,13,06,15
2,0,1,2019,06,28,13,06,16
1,0,1,2019,06,28,13,08,45
1,0,1,2019,06,28,13,08,47
2,0,1,2019,06,28,13,18,53
2,0,1,2019,06,28,13,28,39
2,0,1,2019,06,28,13,34,35
2,0,1,2019,06,28,13,34,52
2,0,1,2019,06,28,13,34,56
2,0,1,2019,06,28,13,39,12
2,0,1,2019,06,28,13,39,15
2,0,1,2019,06,28,13,39,55
2,0,1,2019,06,28,13,39,55
2,0,1,2019,06,28,14,09,33
2,0,1,2019,06,28,14,09,56
2,0,1,2019,06,28,14,10,08
2,0,1,2019,06,28,14,11,07
2,0,1,2019,06,28,14,11,10
2,0,1,2019,06,28,14,14,32
2,0,1,2019,06,28,14,16,07
2,0,1,2019,06,28,14,16,29
2,0,1,2019,06,28,14,16,34
2,0,1,2019,06,28,14,16,41
2,0,1,2019,06,28,14,34,33
2,0,1,2019,06,28,14,35,29
2,0,1,2019,06,28,14,35,32
2,0,1,2019,06,28,14,35,33
2,0,1,2019,06,28,14,35,34
2,0,1,2019,06,28,14,35,39
2,0,1,2019,06,28,14,46,44
2,0,1,2019,06,28,14,46,47
2,0,1,2019,06,28,14,46,49
2,0,1,2019,06,28,14,48,30
2,0,1,2019,06,28,14,54,43
2,0,1,2019,06,28,14,56,38
2,0,1,2019,06,28,14,57,29
1,0,1,2019,06,28,15,22,32
1,0,1,2019,06,28,15,22,35
1,0,1,2019,06,28,15,22,42
2,0,1,2019,06,28,15,24,30
2,0,1,2019,06,28,15,24,38
1,0,1,2019,06,28,15,26,43
2,0,1,2019,06,28,15,28,40
2,0,1,2019,06,28,15,28,51
2,0,1,2019,06,28,15,28,55
2,0,1,2019,06,28,15,35,48
2,0,1,2019,06,28,15,36,00
2,0,1,2019,06,28,15,36,21
2,0,1,2019,06,28,15,38,47
2,0,1,2019,06,28,15,38,52
2,0,1,2019,06,28,15,38,53
2,0,1,2019,06,28,15,41,41
2,0,1,2019,06,28,15,43,53
2,0,1,2019,06,28,15,48,45
2,0,1,2019,06,28,15,49,43
2,0,1,2019,06,28,15,56,56
2,0,1,2019,06,28,15,57,00
2,0,1,2019,06,28,16,00,25
2,0,1,2019,06,28,16,02,58
2,0,1,2019,06,28,16,38,53
2,0,1,2019,06,28,16,58,57
2,0,1,2019,06,28,16,58,58
1,0,1,2019,06,28,17,04,43
1,0,1,2019,06,28,17,04,54
1,0,1,2019,06,28,17,04,57
1,0,1,2019,06,28,17,05,01
2,0,1,2019,06,28,17,05,21
2,0,1,2019,06,28,17,05,28
2,0,1,2019,06,28,17,16,25
2,0,1,2019,06,28,17,32,19
2,0,1,2019,06,28,17,35,11
2,0,1,2019,06,28,17,35,21
2,0,1,2019,06,28,17,45,32
2,0,1,2019,06,28,17,45,33
2,0,1,2019,06,28,17,49,53
1,0,1,2019,06,28,18,56,32
1,0,1,2019,06,28,19,20,18
2,0,1,2019,06,28,19,58,05
0,0,1,2019,06,28,20,15,03
0,0,1,2019,06,28,20,30,03
0,0,1,2019,06,28,20,45,03
